filename,class
images/normal/normal_080.png,normal
images/normal/normal_081.png,normal
images/normal/normal_082.png,normal
images/normal/normal_083.png,normal
images/normal/normal_084.png,normal
images/normal/normal_085.png,normal
images/normal/normal_086.png,normal
images/normal/normal_087.png,normal
images/normal/normal_088.png,normal
images/normal/normal_089.png,normal
images/normal/normal_090.png,normal
images/normal/normal_091.png,normal
images/normal/normal_092.png,normal
images/normal/normal_093.png,normal
images/normal/normal_094.png,normal
images/normal/normal_095.png,normal
images/normal/normal_096.png,normal
images/normal/normal_097.png,normal
images/normal/normal_098.png,normal
images/normal/normal_099.png,normal
images/normal/normal_100.png,normal
images/normal/normal_101.png,normal
images/normal/normal_102.png,normal
images/normal/normal_103.png,normal
images/normal/normal_104.png,normal
images/normal/normal_105.png,normal
images/normal/normal_106.png,normal
images/normal/normal_107.png,normal
images/normal/normal_108.png,normal
images/normal/normal_109.png,normal
images/normal/normal_110.png,normal
images/normal/normal_111.png,normal
images/normal/normal_112.png,normal
images/normal/normal_113.png,normal
images/normal/normal_114.png,normal
images/normal/normal_115.png,normal
images/normal/normal_116.png,normal
images/normal/normal_117.png,normal
images/normal/normal_118.png,normal
images/normal/normal_119.png,normal
images/normal/normal_120.png,normal
images/scratch/scratch_001.png,scratch
images/scratch/scratch_002.png,scratch
images/scratch/scratch_003.png,scratch
images/scratch/scratch_004.png,scratch
images/scratch/scratch_005.png,scratch
images/scratch/scratch_006.png,scratch
images/scratch/scratch_007.png,scratch
images/scratch/scratch_008.png,scratch
images/scratch/scratch_009.png,scratch
images/scratch/scratch_010.png,scratch
images/scratch/scratch_011.png,scratch
images/scratch/scratch_012.png,scratch
images/scratch/scratch_013.png,scratch
images/scratch/scratch_014.png,scratch
images/scratch/scratch_015.png,scratch
images/scratch/scratch_016.png,scratch
images/scratch/scratch_017.png,scratch
images/scratch/scratch_018.png,scratch
images/scratch/scratch_019.png,scratch
images/scratch/scratch_020.png,scratch
images/scratch/scratch_021.png,scratch
images/scratch/scratch_022.png,scratch
images/scratch/scratch_023.png,scratch
images/scratch/scratch_024.png,scratch
images/scratch/scratch_025.png,scratch
images/scratch/scratch_026.png,scratch
images/scratch/scratch_027.png,scratch
images/scratch/scratch_028.png,scratch
images/scratch/scratch_029.png,scratch
images/scratch/scratch_030.png,scratch
images/scratch/scratch_031.png,scratch
images/scratch/scratch_032.png,scratch
images/scratch/scratch_033.png,scratch
images/scratch/scratch_034.png,scratch
images/scratch/scratch_035.png,scratch
images/scratch/scratch_036.png,scratch
images/scratch/scratch_037.png,scratch
images/scratch/scratch_038.png,scratch
images/scratch/scratch_039.png,scratch
images/scratch/scratch_040.png,scratch
images/scratch/scratch_041.png,scratch
images/scratch/scratch_042.png,scratch
images/scratch/scratch_043.png,scratch
images/scratch/scratch_044.png,scratch
images/scratch/scratch_045.png,scratch
images/scratch/scratch_046.png,scratch
images/scratch/scratch_047.png,scratch
images/scratch/scratch_048.png,scratch
images/scratch/scratch_049.png,scratch
images/scratch/scratch_050.png,scratch
images/scratch/scratch_051.png,scratch
images/scratch/scratch_052.png,scratch
images/scratch/scratch_053.png,scratch
images/scratch/scratch_054.png,scratch
images/scratch/scratch_055.png,scratch
images/scratch/scratch_056.png,scratch
images/scratch/scratch_057.png,scratch
images/scratch/scratch_058.png,scratch
images/scratch/scratch_059.png,scratch
images/scratch/scratch_060.png,scratch
images/scratch/scratch_061.png,scratch
images/scratch/scratch_062.png,scratch
images/scratch/scratch_063.png,scratch
images/scratch/scratch_064.png,scratch
images/scratch/scratch_065.png,scratch
images/scratch/scratch_066.png,scratch
images/scratch/scratch_067.png,scratch
images/scratch/scratch_068.png,scratch
images/scratch/scratch_069.png,scratch
images/scratch/scratch_070.png,scratch
images/scratch/scratch_071.png,scratch
images/scratch/scratch_072.png,scratch
images/scratch/scratch_073.png,scratch
images/scratch/scratch_074.png,scratch
images/scratch/scratch_075.png,scratch
images/scratch/scratch_076.png,scratch
images/scratch/scratch_077.png,scratch
images/scratch/scratch_078.png,scratch
images/scratch/scratch_079.png,scratch
images/scratch/scratch_080.png,scratch
images/scratch/scratch_081.png,scratch
images/scratch/scratch_082.png,scratch
images/scratch/scratch_083.png,scratch
images/scratch/scratch_084.png,scratch
images/scratch/scratch_085.png,scratch
images/scratch/scratch_086.png,scratch
images/scratch/scratch_087.png,scratch
images/scratch/scratch_088.png,scratch
images/scratch/scratch_089.png,scratch
images/scratch/scratch_090.png,scratch
images/scratch/scratch_091.png,scratch
images/scratch/scratch_092.png,scratch
images/scratch/scratch_093.png,scratch
images/scratch/scratch_094.png,scratch
images/scratch/scratch_095.png,scratch
images/scratch/scratch_096.png,scratch
images/scratch/scratch_097.png,scratch
images/scratch/scratch_098.png,scratch
images/scratch/scratch_099.png,scratch
images/scratch/scratch_100.png,scratch
images/scratch/scratch_101.png,scratch
images/scratch/scratch_102.png,scratch
images/scratch/scratch_103.png,scratch
images/scratch/scratch_104.png,scratch
images/scratch/scratch_105.png,scratch
images/scratch/scratch_106.png,scratch
images/scratch/scratch_107.png,scratch
images/scratch/scratch_108.png,scratch
images/scratch/scratch_109.png,scratch
images/scratch/scratch_110.png,scratch
images/scratch/scratch_111.png,scratch
images/scratch/scratch_112.png,scratch
images/scratch/scratch_113.png,scratch
images/scratch/scratch_114.png,scratch
images/scratch/scratch_115.png,scratch
images/scratch/scratch_116.png,scratch
images/scratch/scratch_117.png,scratch
images/scratch/scratch_118.png,scratch
images/scratch/scratch_119.png,scratch
images/scratch/scratch_120.png,scratch
images/dent/dent_001.png,dent
images/dent/dent_002.png,dent
images/dent/dent_003.png,dent
images/dent/dent_004.png,dent
images/dent/dent_005.png,dent
images/dent/dent_006.png,dent
images/dent/dent_007.png,dent
images/dent/dent_008.png,dent
images/dent/dent_009.png,dent
images/dent/dent_010.png,dent
images/dent/dent_011.png,dent
images/dent/dent_012.png,dent
images/dent/dent_013.png,dent
images/dent/dent_014.png,dent
images/dent/dent_015.png,dent
images/dent/dent_016.png,dent
images/dent/dent_017.png,dent
images/dent/dent_018.png,dent
images/dent/dent_019.png,dent
images/dent/dent_020.png,dent
images/dent/dent_021.png,dent
images/dent/dent_022.png,dent
images/dent/dent_023.png,dent
images/dent/dent_024.png,dent
images/dent/dent_025.png,dent
images/dent/dent_026.png,dent
images/dent/dent_027.png,dent
images/dent/dent_028.png,dent
images/dent/dent_029.png,dent
images/dent/dent_030.png,dent
images/dent/dent_031.png,dent
images/dent/dent_032.png,dent
images/dent/dent_033.png,dent
images/dent/dent_034.png,dent
images/dent/dent_035.png,dent
images/dent/dent_036.png,dent
images/dent/dent_037.png,dent
images/dent/dent_038.png,dent
images/dent/dent_039.png,dent
images/dent/dent_040.png,dent
images/dent/dent_041.png,dent
images/dent/dent_042.png,dent
images/dent/dent_043.png,dent
images/dent/dent_044.png,dent
images/dent/dent_045.png,dent
images/dent/dent_046.png,dent
images/dent/dent_047.png,dent
images/dent/dent_048.png,dent
images/dent/dent_049.png,dent
images/dent/dent_050.png,dent
images/dent/dent_051.png,dent
images/dent/dent_052.png,dent
images/dent/dent_053.png,dent
images/dent/dent_054.png,dent
images/dent/dent_055.png,dent
images/dent/dent_056.png,dent
images/dent/dent_057.png,dent
images/dent/dent_058.png,dent
images/dent/dent_059.png,dent
images/dent/dent_060.png,dent
images/dent/dent_061.png,dent
images/dent/dent_062.png,dent
images/dent/dent_063.png,dent
images/dent/dent_064.png,dent
images/dent/dent_065.png,dent
images/dent/dent_066.png,dent
images/dent/dent_067.png,dent
images/dent/dent_068.png,dent
images/dent/dent_069.png,dent
images/dent/dent_070.png,dent
images/dent/dent_071.png,dent
images/dent/dent_072.png,dent
images/dent/dent_073.png,dent
images/dent/dent_074.png,dent
images/dent/dent_075.png,dent
images/dent/dent_076.png,dent
images/dent/dent_077.png,dent
images/dent/dent_078.png,dent
images/dent/dent_079.png,dent
images/dent/dent_080.png,dent
images/dent/dent_081.png,dent
images/dent/dent_082.png,dent
images/dent/dent_083.png,dent
images/dent/dent_084.png,dent
images/dent/dent_085.png,dent
images/dent/dent_086.png,dent
images/dent/dent_087.png,dent
images/dent/dent_088.png,dent
images/dent/dent_089.png,dent
images/dent/dent_090.png,dent
images/dent/dent_091.png,dent
images/dent/dent_092.png,dent
images/dent/dent_093.png,dent
images/dent/dent_094.png,dent
images/dent/dent_095.png,dent
images/dent/dent_096.png,dent
images/dent/dent_097.png,dent
images/dent/dent_098.png,dent
images/dent/dent_099.png,dent
images/dent/dent_100.png,dent
images/dent/dent_101.png,dent
images/dent/dent_102.png,dent
images/dent/dent_103.png,dent
images/dent/dent_104.png,dent
images/dent/dent_105.png,dent
images/dent/dent_106.png,dent
images/dent/dent_107.png,dent
images/dent/dent_108.png,dent
images/dent/dent_109.png,dent
images/dent/dent_110.png,dent
images/dent/dent_111.png,dent
images/dent/dent_112.png,dent
images/dent/dent_113.png,dent
images/dent/dent_114.png,dent
images/dent/dent_115.png,dent
images/dent/dent_116.png,dent
images/dent/dent_117.png,dent
images/dent/dent_118.png,dent
images/dent/dent_119.png,dent
images/dent/dent_120.png,dent
images/stain/stain_001.png,stain
images/stain/stain_002.png,stain
images/stain/stain_003.png,stain
images/stain/stain_004.png,stain
images/stain/stain_005.png,stain
images/stain/stain_006.png,stain
images/stain/stain_007.png,stain
images/stain/stain_008.png,stain
images/stain/stain_009.png,stain
images/stain/stain_010.png,stain
images/stain/stain_011.png,stain
images/stain/stain_012.png,stain
images/stain/stain_013.png,stain
images/stain/stain_014.png,stain
images/stain/stain_015.png,stain
images/stain/stain_016.png,stain
images/stain/stain_017.png,stain
images/stain/stain_018.png,stain
images/stain/stain_019.png,stain
images/stain/stain_020.png,stain
images/stain/stain_021.png,stain
images/stain/stain_022.png,stain
images/stain/stain_023.png,stain
images/stain/stain_024.png,stain
images/stain/stain_025.png,stain
images/stain/stain_026.png,stain
images/stain/stain_027.png,stain
images/stain/stain_028.png,stain
images/stain/stain_029.png,stain
images/stain/stain_030.png,stain
images/stain/stain_031.png,stain
images/stain/stain_032.png,stain
images/stain/stain_033.png,stain
images/stain/stain_034.png,stain
images/stain/stain_035.png,stain
images/stain/stain_036.png,stain
images/stain/stain_037.png,stain
images/stain/stain_038.png,stain
images/stain/stain_039.png,stain
images/stain/stain_040.png,stain
images/stain/stain_041.png,stain
images/stain/stain_042.png,stain
images/stain/stain_043.png,stain
images/stain/stain_044.png,stain
images/stain/stain_045.png,stain
images/stain/stain_046.png,stain
images/stain/stain_047.png,stain
images/stain/stain_048.png,stain
images/stain/stain_049.png,stain
images/stain/stain_050.png,stain
images/stain/stain_051.png,stain
images/stain/stain_052.png,stain
images/stain/stain_053.png,stain
images/stain/stain_054.png,stain
images/stain/stain_055.png,stain
images/stain/stain_056.png,stain
images/stain/stain_057.png,stain
images/stain/stain_058.png,stain
images/stain/stain_059.png,stain
images/stain/stain_060.png,stain
images/stain/stain_061.png,stain
images/stain/stain_062.png,stain
images/stain/stain_063.png,stain
images/stain/stain_064.png,stain
images/stain/stain_065.png,stain
images/stain/stain_066.png,stain
images/stain/stain_067.png,stain
images/stain/stain_068.png,stain
images/stain/stain_069.png,stain
images/stain/stain_070.png,stain
images/stain/stain_071.png,stain
images/stain/stain_072.png,stain
images/stain/stain_073.png,stain
images/stain/stain_074.png,stain
images/stain/stain_075.png,stain
images/stain/stain_076.png,stain
images/stain/stain_077.png,stain
images/stain/stain_078.png,stain
images/stain/stain_079.png,stain
images/stain/stain_080.png,stain
images/stain/stain_081.png,stain
images/stain/stain_082.png,stain
images/stain/stain_083.png,stain
images/stain/stain_084.png,stain
images/stain/stain_085.png,stain
images/stain/stain_086.png,stain
images/stain/stain_087.png,stain
images/stain/stain_088.png,stain
images/stain/stain_089.png,stain
images/stain/stain_090.png,stain
images/stain/stain_091.png,stain
images/stain/stain_092.png,stain
images/stain/stain_093.png,stain
images/stain/stain_094.png,stain
images/stain/stain_095.png,stain
images/stain/stain_096.png,stain
images/stain/stain_097.png,stain
images/stain/stain_098.png,stain
images/stain/stain_099.png,stain
images/stain/stain_100.png,stain
images/stain/stain_101.png,stain
images/stain/stain_102.png,stain
images/stain/stain_103.png,stain
images/stain/stain_104.png,stain
images/stain/stain_105.png,stain
images/stain/stain_106.png,stain
images/stain/stain_107.png,stain
images/stain/stain_108.png,stain
images/stain/stain_109.png,stain
images/stain/stain_110.png,stain
images/stain/stain_111.png,stain
images/stain/stain_112.png,stain
images/stain/stain_113.png,stain
images/stain/stain_114.png,stain
images/stain/stain_115.png,stain
images/stain/stain_116.png,stain
images/stain/stain_117.png,stain
images/stain/stain_118.png,stain
images/stain/stain_119.png,stain
images/stain/stain_120.png,stain
